docno,recency_score
-233339125210588153,1287041820.0
-6731639211316569143,1279257643.0
8920647336649443293,1593696477.0
-7687728738063633878,1592123766.0
6902386107164594043,1589301558.0
-748410052826542179,1588580905.0
-7824348482142780760,1589978794.0
-8317170032229267916,1588596736.0
4702286918441601973,1588192852.0
-2735760206851655001,1625855923.0
7328461303125873241,1644058917.0
2614911378408434942,1285751899.0
146254647574769092,1285751899.0
625130738495870636,1699712903.0
4896514586405179702,1538708171.0
8875293254105548320,1555315860.0
-6810516282906868609,1588328696.0
1935803755569332477,1592376432.0
-3121470222771590582,1588413142.0
4995455670336178965,1303366082.0
1174917308441127205,1589893842.0
-7018448195058214176,1643824672.0
4603202115452272115,1466479979.0
-928586300567912767,1542452591.0
-4821150511949491701,1639069603.0
-2457132759836002245,1261071388.0
-5604434389395579466,1588245886.0
-8230203906658739851,1590128370.0
4377250782697770296,1385320260.0
6977249849939491092,1366193548.0
4469563612098135449,1323001709.0
5710457133056025029,1587131571.0
189943058094555765,1587725822.0
6609633231013487331,1589893988.0
-8262502567358309704,1698506375.0
4162841502271369607,1316947405.0
-4580993475967956482,1303277727.0
-1277234027249784694,1588851749.0
5830003666206821476,1699439156.0
-3270391074306452282,1466682537.0
-2543669203054135372,1618625545.0
-737980804366144635,1699020553.0
3750457616282522780,1589889610.0
3286376310166569354,1392206760.0
5246779907884623831,1587572567.0
4808082632664838292,1682317411.0
-6330654038965355149,1586714865.0
-2918907925669536867,1587118695.0
-3832604222928438684,1586267492.0
4726739284268983073,1303316566.0
2949169527498090146,1588600036.0
-265401207258539576,1588324156.0
2614387967333305342,1646996233.0
-7507096008469488967,1392475560.0
-6044809851141281449,1588574818.0
8164749105779716724,1616334223.0
-278753622497175426,1586699905.0
-6317102935028250614,1586351634.0
6983423540208929410,1465927031.0
-383836076264823186,1708877413.0
2129894913588937537,1441976560.0
8138329858562666857,1366193548.0
-8900289224505718190,1366174983.0
-1207122097520977202,1610964552.0
494541512856495131,1375116780.0
-8912331854578656560,1588600055.0
4274872158070966102,1586079877.0
6916169603284975140,1586239126.0
-3596925869731427403,1585732167.0
4941933137614670288,1428211026.0
9163762399452340124,1302939468.0
4591154384815892180,1588606084.0
-402437073179815908,1679485712.0
224540110038028533,1693754071.0
6001813160218905484,1642077185.0
5727427193181954675,1586178025.0
4590219995559095982,1574851186.0
2615909048176634752,1393521240.0
6034779440135475169,1433240047.0
5868825146472198918,1460708364.0
4815660291567569453,1375975140.0
7961227611879166191,1584372448.0
-8092996253317627980,1587887183.0
-6667300698528303999,1637894290.0
132580559625229823,1303222084.0
2634284569179372222,1374739920.0
-1392487675264181507,1612629090.0
-3877810249400470575,1586430126.0
1413569286478855528,1586429439.0
-997471976754176962,1585583912.0
-6040353185700685883,1512540495.0
3035444292326781586,1689934903.0
605170719169497591,1614357045.0
-3737763857270727993,1392148320.0
-2680020197129321411,1441976560.0
3989994787858402232,1284196058.0
-1028075120306630399,1385712840.0
-4378556449085489323,1460011326.0
-3064986337538257845,1750224429.0
1969690287551365091,1586171671.0
-6298423459901245651,1584179772.0
5246727479992122406,1586362249.0
-7459911514386358997,1366141893.0
-8717285352238863818,1750340464.0
-702277986411271421,1585138032.0
9060339916068709646,1585235209.0
-7717588163649404306,1585582982.0
-4957775135521531221,1585915992.0
-5449001132676805678,1378151160.0
8156292810129184595,1585824763.0
-6337407599971229878,1586001993.0
-9104524673287847510,1389438780.0
-6748789332884277876,1633448981.0
4966296298529662174,1460549495.0
-8035975073737549981,1585916013.0
-1870011922306266272,1586172240.0
3298418268763470157,1302939468.0
425533300009796758,1672436472.0
3198648116601657397,1585064547.0
-1969166265368277262,1585765993.0
6889948641989353535,1719456952.0
-8550080800524551202,1689671775.0
-2990738793939112912,1585312654.0
6492414508548641658,1585164424.0
5894524953892680683,1303191455.0
-436332220716281023,1302939468.0
5183643748032716503,1585573182.0
5788653032035154153,1586111980.0
-4587138584722696917,1623580007.0
-7214850795992176102,1585068863.0
7397384955248735839,1614588501.0
-3160328441072355488,1584609297.0
615473627046890493,1585250670.0
613326713213508278,1460549173.0
-6651491525120829802,1366121954.0
-659091747539668883,1713675630.0
-682154744685627639,1366141893.0
4892436990517412434,1366141893.0
-540157533550496069,1557598833.0
-377281950122424043,1620658332.0
7698785476179203461,1584794869.0
2271235356882429479,1586085598.0
-6444899662737548877,1584791912.0
7610494399360143015,1687369155.0
7692332361223828254,1303140847.0
1410584537593978653,1366122111.0
-834597405949154491,1584682475.0
-760257527528651176,1584556510.0
-1949654443434468807,1584691388.0
-1855470700365844560,1689292876.0
-5499258957759545628,1617184957.0
544551819637790741,1585838127.0
6928671247825215147,1584628084.0
-5892871323615769704,1584775768.0
6948479833886836034,1584476273.0
-3330396164211820172,1689557292.0
-4998979937034539041,1366121954.0
-420868475870663179,1366121954.0
-312984542082835922,1745645463.0
-7148567942782831449,1586263882.0
-1092427720333993241,1584628870.0
2218989288274503787,1584628200.0
-1096100567289923593,1597413450.0
5784530455494500974,1380400920.0
2965589252738960052,1684347383.0
-4057723070064845274,1366141814.0
-3785807903107261542,1302794036.0
4645122505085846626,1668702285.0
2484454581665632719,1686145015.0
-5341690431121071767,1687262507.0
-1041637466057603316,1441976560.0
2691501773122734187,1584628105.0
-9063645562174553263,1584542823.0
-3550824203501290257,1584730782.0
-5764798770391145516,1584622138.0
4014849675782775839,1441976560.0
827773683266728141,1745577103.0
-7921954832781151525,1686057118.0
-2902425034595651767,1574609940.0
-5454630560235931952,1686051553.0
1634720695913951989,1584647752.0
-2313930485186261194,1584706646.0
767018630166347985,1441976560.0
-450765594844527209,1374346920.0
4583008378487631199,1584457163.0
203062439669189683,1745307532.0
-9177875910866487590,1745350225.0
3617161258185699960,1584446895.0
2419492318542238318,1584628036.0
-1110776924129477557,1584622513.0
3724959050993406147,1374575460.0
3715102501408706971,1380533160.0
8620205445278719640,1745297024.0
6814016121967371750,1366118279.0
6370002395247906398,1302076278.0
-5808058680749313890,1745491607.0
7132400703838723540,1380562440.0
3868924750502959669,1745515314.0
6021363639400440660,1586092748.0
-2724102959054342453,1585573756.0
-8048155612826689733,1584383090.0
4219928627989817555,1302681549.0
5070104123554804872,1745404489.0
-6813759102476427258,1584447002.0
3429123110632169448,1745241061.0
-8199110690026907783,1584340397.0
-2413937913605667558,1585991145.0
-477741236748728923,1585849960.0
1029309243317854949,1300451953.0
-2155352755205927166,1745262998.0
-4435618552402491994,1746449218.0
6728060115276011175,1745293279.0
967162958534798032,1586092200.0
8144846599561555520,1586092705.0
-7620002309284506136,1409071620.0
-211641615467733197,1301046966.0
4340284748275048593,1302630713.0
6687983027446461469,1584110245.0
-6390967917377922070,1584361478.0
3721247386414144086,1585835369.0
104802169158777228,1389037980.0
3794176386881763136,1745253216.0
-3079906451941741358,1585845418.0
-8445725247239272452,1585336374.0
8106000935945746676,1745405993.0
-6061844253897615138,1745327562.0
1000525789933848481,1390313820.0
4273894715909508436,1585493213.0
7481824344719998707,1584047385.0
-554128240615731759,1299047204.0
-6412094022778688721,1300403164.0
-7113999412761805509,1745318510.0
-6016290388009626813,1584351314.0
-95402486961144165,1499365020.0
-5810551217537928287,1301046966.0
5234401016438341636,1585760146.0
-4094628078263959997,1585244234.0
-5075707279538202157,1585251859.0
-7507167845429236331,1399922040.0
-2960932904370944647,1585825241.0
9118830892889150880,1302630713.0
-8178091256056703640,1298876183.0
-7409843177189007981,1584093828.0
-7663336749418843787,1583314143.0
-7905469102307566987,1298899582.0
8180644615842647728,1739293655.0
-5790026205759713121,1745645710.0
2525124541077085755,1391714580.0
856409439561135085,1585760831.0
-3972739615972587671,1585272842.0
-4504817877704955393,1745680020.0
-2951478309252917421,1302630713.0
-5161772118226291579,1497623820.0
1125389090495032590,1585211893.0
5397936935231355401,1745850634.0
-4629520222442671535,1500120000.0
1080023674469259323,1585760022.0
3404718038947066036,1301046966.0
-8833727194771248335,1584034214.0
5761045372771758463,1583245938.0
2865900340754376627,1583507812.0
-1011239360394454977,1383306480.0
3257953192051449155,1745665223.0
2726035376554507127,1737602100.0
-4618165380927880152,1302607935.0
-718268454709366295,1298806855.0
-4928893349752779119,1585899536.0
-4976483788520547255,1584388143.0
8825771697584383480,1584098482.0
-3002239339301263671,1584013091.0
4701450808620087744,1386353700.0
-2749751455815924113,1300292547.0
1008694360421256636,1745555108.0
-6661396941720231559,1747442558.0
791423399930593188,1497513840.0
7554140858012509563,1582918956.0
7469340398463576230,1583083066.0
-6937612831879508988,1745678010.0
-2224847408182091523,1583156536.0
503013968649114831,1499793600.0
6767040805601106349,1738094970.0
6778397749863084627,1745768940.0
-5886637645355019300,1499796840.0
6770961425616424355,1746796053.0
-6429180203810194144,1583257997.0
6203109493627295406,1584383325.0
7280972459098714956,1301072217.0
8990926709739703034,1301732392.0
3472854446908953690,1745524927.0
-5529229824890979423,1746782211.0
-6875983360947692562,1737405867.0
1195998219066844291,1394010660.0
7788557564437483560,1584022210.0
-6155178114145837122,1584038475.0
-3429648244099174871,1583069515.0
-6467997745736609129,1583150710.0
-3412821774726124934,1584373193.0
-2169977329557574094,1583960785.0
-6814296759157652456,1584002748.0
1835318447616700917,1302179320.0
-5880813882764772598,1739543901.0
-3205326858328813980,1584012985.0
4240703282389771940,1583047618.0
7361886114784416696,1299768097.0
-7614373880618328611,1299091216.0
-2596980327901997842,1746773207.0
-3324200515469309299,1583149578.0
-4921309238278686435,1583946927.0
4547986373118378083,1301656977.0
959771234080182033,1301593441.0
-4022686914075580889,1511976720.0
4134114567959391160,1745164164.0
-524594491742698192,1702747646.0
6337634242926037910,1737362830.0
7773814584770056924,1584631445.0
7899814228210228283,1583953770.0
-8000875170003857820,1738590067.0
-2504715927817457650,1301666605.0
4834601951524630453,1735141775.0
-4382143353279147643,1513013880.0
-2303096733968532657,1751472072.0
-8432054313335866500,1584038988.0
8577861545238148262,1583999752.0
7173943228539947944,1299602359.0
-6560523041601348701,1299756051.0
7857385861524342979,1743783047.0
8653604289306099134,1744911069.0
3591442958331633599,1582917655.0
8283156171003238905,1583852156.0
3863170718254341596,1583951160.0
-2798371271523829235,1301577970.0
-1017259362764258087,1697717401.0
9004511156634562219,1742238956.0
-4160193559166507039,1583775662.0
-9212592126985431252,1583933853.0
3397311187077237658,1583152662.0
8133891446178382915,1532269380.0
-7001355587600646255,1738251849.0
5217223790177269017,1742146380.0
-2653160096948181941,1301545801.0
4229859775337998553,1299515731.0
-8863790666626144743,1582832403.0
1977718296389173751,1582874415.0
-7001421658977250561,1582918581.0
-1914430808858126368,1583951266.0
5561938413332176418,1582731596.0
-1686821837308797541,1583912948.0
-236354985495965552,1299522101.0
-7953284656430738200,1493993820.0
1415884744013442115,1743724805.0
-5508740111206824282,1743777868.0
2640307188853163002,1301593441.0
-1491765433674133646,1301593441.0
4982273884456732225,1582918638.0
-4388609832859579885,1582830096.0
7270737960850746839,1583925377.0
-7311538578502006607,1582799808.0
5631680092358446103,1743644978.0
-3518268202558589803,1512665760.0
235856066409703071,1582748583.0
-2743143159245090824,1738656616.0
7799357878345388642,1736495610.0
107103171132852005,1583166578.0
-6872194581734069279,1582896740.0
-4361433069610313775,1301505165.0
8832761575887478840,1582866994.0
4826786844888881790,1299515731.0
3360013684965614985,1299515731.0
-2570731716963790069,1737286363.0
6719573603298437562,1523991360.0
-1042100189334904017,1582704689.0
2752054268750268940,1582726337.0
-7567977108014887913,1583924910.0
-5462962583752232658,1301420496.0
8777804539377439282,1582809599.0
3946152792798963721,1582737316.0
3963429352040906634,1582711429.0
-478566524575553361,1301548800.0
8924964166835549006,1732462033.0
-4011647253757219446,1743592733.0
955390722678067061,1301414863.0
-3656384320869140625,1299480262.0
-5783813122009649877,1582744421.0
6974725231227193125,1584435765.0
-2248643281520727951,1513176000.0
-2744061102996429985,1583921305.0
3496087308369427828,1582795804.0
2858123139023480862,1722393363.0
-7239643854428855799,1748703817.0
1977400966129184981,1582795813.0
2238184155931615864,1374175380.0
3464500915129774309,1581056221.0
-101850275037706884,1299497122.0
5183875564561415830,1301377809.0
-7064758977950839932,1737205311.0
8363141143353975189,1737216633.0
-1576137583402370946,1301464978.0
-6484950043792678314,1582809582.0
8349144146145838685,1583935398.0
4558174612277979837,1582658134.0
635952934147398764,1737108632.0
5765042945303082686,1747904705.0
7166465118653205502,1583342914.0
90086111712833163,1582635522.0
5967795150496557539,1583935678.0
-4439848580999340826,1627034820.0
-856882081586909379,1673025810.0
714285662130868389,1742716978.0
260813116290259744,1744202746.0
-9199092236128436480,1582698078.0
3903164830807715644,1582719461.0
6673837925818824520,1301388536.0
-5451553755459963560,1299169973.0
-4581446250673913265,1299483682.0
7190330566077460937,1464183300.0
-237275519117342636,1582718399.0
594220913478049427,1582620626.0
-4801829621296923988,1677053473.0
2763612371277656348,1494835200.0
460394281023652211,1698685321.0
1368970313948522454,1582610827.0
9208821325724121497,1582700068.0
6807140457241676111,1508687520.0
7780184613039347029,1737044749.0
-1422721382759690684,1301329205.0
1510371107960726891,1736363526.0
-3967316571284277461,1744126841.0
3165024312985203902,1582699161.0
-8254528763056119202,1582548563.0
3306367548003392009,1299258036.0
6873121210988172431,1299062983.0
-1745867272335725368,1743907480.0
-1590206716395475159,1582699990.0
-5683477186582047618,1582639026.0
5221542231590144504,1695373821.0
7389878611766957993,1299076998.0
4059636772047129494,1299435299.0
-800690628680987225,1611758520.0
8779381869163792746,1378196520.0
-2469206271162549251,1696773873.0
4841385403554393101,1582547534.0
8857781273871619545,1648128434.0
884745959109728666,1299256111.0
7856033273563395576,1744187070.0
-7607452397627021756,1582576453.0
3055081542511261913,1734545061.0
-3730707535902623382,1299232732.0
7735543517882473813,1298793511.0
-58981743009766488,1582488898.0
-915792655714126064,1582659837.0
7745510971260932262,1582637631.0
-6283462054535374073,1298986860.0
1343840615170188128,1747457702.0
2630524118027977838,1582469788.0
-8762170642641117871,1582573531.0
7590251663526235085,1694928017.0
7788955217932142849,1299312105.0
-4914409604560930812,1582628953.0
-5534528509050388641,1582628980.0
4771312249663036921,1582487929.0
-3346176024593796166,1582487893.0
3442328254411111477,1715581941.0
8914894632266843882,1582478515.0
-7980059961037514499,1584030918.0
2640647518737115907,1582616413.0
3954796540357395990,1743870240.0
-2947902601063498762,1299422618.0
-2269397523707648963,1582487983.0
931874968831609948,1709876886.0
-8387185820244971716,1299179949.0
8191594867054426771,1582796831.0
-1371770776460853690,1582651065.0
6187379730347404585,1615889590.0
-8250172699319666535,1298792054.0
-7358375465330952604,1583907010.0
-5491241465246378314,1729518924.0
5681428761936429512,1298900953.0
9123527140624291892,1583906968.0
6241435669718427150,1582435028.0
-1205839944349285087,1713609779.0
-6985670406195489312,1299252418.0
-3704373800199240888,1299327252.0
9093122956158309959,1651264158.0
-8202518608286313186,1583910445.0
4570558531554845477,1582785952.0
7215950022682021939,1299140724.0
-4604160937128668930,1298656401.0
-7087349236032193398,1737966450.0
3026637480944979860,1743697742.0
2152366006624512469,1747507912.0
7045812503377986381,1582566884.0
-4336624251697679420,1582741358.0
3505136799949906351,1298900953.0
7353271830357488111,1422518400.0
-271281170612906764,1582022941.0
-5871004982115698227,1685983075.0
-2547672682813170110,1718377348.0
3265979389959878202,1582801393.0
-6435219100627310811,1651187732.0
-3568367957920492717,1746809544.0
-1122630570778100696,1582554820.0
-5874338537147311785,1299252418.0
7139861535111697422,1299252418.0
-8570286267392601914,1735453650.0
-7781586852801514583,1713552666.0
-4628012892357008401,1680624353.0
-2149777471874490735,1298900953.0
2205161000006558661,1583865254.0
-1289535990104136684,1620795066.0
-1290162393713065525,1743693651.0
-439366622126052267,1716282622.0
5403190384933578038,1474134660.0
-1125946363825499279,1581925570.0
1436214996777128292,1298615071.0
-4680981290462054664,1412280180.0
-8661129446198974677,1581859651.0
-8418301893950037626,1299260220.0
2164966944086074192,1565797140.0
5915401825967707359,1742555781.0
-291590696845802210,1628522580.0
-5155565246873281559,1583765599.0
-5886638354240020535,1583735317.0
5502442439423725644,1716731607.0
7116109778667284993,1713890741.0
-4649039238520173312,1581784865.0
138568741042781478,1299246480.0
-8241041024065464316,1298655588.0
-4154830844618949609,1714225270.0
9102859193091134330,1722358629.0
-4796790803144194838,1581692299.0
3474384807011287116,1583758081.0
8451245898674250913,1583643384.0
5782866316314084352,1298712960.0
4321588380923647586,1740910362.0
-3893958597249839300,1715829188.0
7986894135780200649,1736423537.0
-5203058400045975291,1298556624.0
3446502024866466736,1583841861.0
322167258508533368,1583759337.0
-4614831849678867965,1581667114.0
-2468474959227687889,1473163320.0
-4943342345804990171,1713880195.0
-8569517026459914327,1740147569.0
6563695703539842159,1581692320.0
5094131113680989140,1730735328.0
-2074983805217618995,1464437400.0
-4876613135346043139,1739653636.0
-7392786142741261931,1581540281.0
-428661813839669333,1583759410.0
-8349165182777930219,1298467096.0
3676970668195535317,1298529300.0
2133290869795123071,1298647009.0
8277360221497907494,1581439299.0
369267696906903635,1581604337.0
-4850386312351383392,1581339553.0
-7514419780614096810,1583450840.0
-7651656918577949973,1730732213.0
5841892095795085385,1739289590.0
-6757341140095243341,1583748660.0
7100439022820476449,1583756047.0
4951341474446158651,1383588600.0
-1659902999077008495,1728045115.0
-943414476572423806,1738491291.0
420763223364912941,1739294713.0
5224332244026663968,1730186101.0
-2032761759130631558,1298560187.0
-6223741614998193065,1298402947.0
-3443780544787715751,1298308521.0
-7079094761038835592,1581519457.0
5778411704202290158,1581840358.0
-1576881013325056297,1581614721.0
-2704065706344068277,1583741819.0
-1839141819599811813,1298375945.0
-766548944543919162,1729007450.0
5971344390652006053,1751605395.0
-2718915194574726367,1726244552.0
703448048666161418,1384003380.0
3478866903370895814,1581159159.0
-1197609826745100450,1583385132.0
1012233370749327657,1298464761.0
-5086078655688201554,1298477851.0
-1379199056178956470,1709054494.0
1337756244381209205,1583303738.0
-1458028816670958917,1581582494.0
6937372792236020213,1751595062.0
-3629033115390357706,1581930103.0
-3812780915190308793,1298402947.0
-3399135773546511113,1751575866.0
-547911043995935353,1608562628.0
-4925390363569137327,1581163544.0
7507800037958144993,1428349740.0
9130752136279569447,1328350990.0
-886107673554702587,1730792112.0
-6880874502608735492,1581857132.0
7471608008057910728,1731087588.0
6867180847319181846,1298308521.0
-5416142489318029468,1751461331.0
1164188291655242251,1581501261.0
1430293229905730505,1583308664.0
-1758249364050323774,1298464761.0
9048061854402998615,1298464761.0
5207074409806370730,1708968702.0
-7589972206486687091,1708092391.0
-2553135595944712396,1298392490.0
-7958379385078864577,1582731497.0
-4343535764766067014,1581138089.0
8350801499477782961,1296150413.0
1867991403841704652,1581856953.0
-7170386947249653220,1581783274.0
-835504984192877135,1297875205.0
8643925174550842199,1582712371.0
-7511916217745946262,1749109811.0
6334399544328731945,1731062720.0
-2459994936007912834,1582712352.0
4003311067907406551,1730891764.0
6144708248262355601,1328350990.0
-7206466951834211134,1583054523.0
2932200023819691203,1583212256.0
-4891184334956327117,1583228033.0
-5242356019025499725,1534684080.0
-7321917268169525265,1748660281.0
5046851391041741475,1328350990.0
1362517392068780527,1522149360.0
-7976394796126731882,1581495969.0
1477253435078757878,1582486288.0
-1818701734470567861,1731028671.0
4092971056786591507,1676639195.0
5909531621469760715,1298392490.0
-5286924091524815146,1581535708.0
3299515630485346995,1374676260.0
7396424410982942786,1543413649.0
-1533989122046072264,1296150413.0
5305147362182672291,1297870571.0
-5738336845157108609,1747127935.0
457618466158277378,1582966917.0
2527047936379506356,1581506899.0
-8920271434008743478,1730351416.0
990302614372951012,1383334560.0
-6150846065778943507,1296150413.0
7477228048587486979,1581535729.0
6789685882005741574,1729586756.0
1054232132929420144,1298392490.0
2102354074068952585,1583126604.0
-6360052519003595608,1298308521.0
1149465456251816268,1677823224.0
-4709860830340032981,1677250984.0
4037936322311482204,1582976626.0
6623658210195572818,1582910215.0
-3285875858217003367,1582965402.0
-8779352619798215721,1374176460.0
4392712147440516626,1384599060.0
-8859105544226299887,1728374448.0
6578815277737757329,1581421894.0
2882577511334622788,1581348900.0
6609457439742465012,1583038761.0
303649249196571330,1291843926.0
-8386672402318289289,1297870571.0
-7724146166242498681,1730881426.0
-1743075280375560672,1729701090.0
-3277089673353490427,1582887210.0
3158894647187103005,1297870571.0
3155116306851369623,1728988174.0
-7768837780645710338,1675183487.0
307569836430143124,1583397004.0
4936699800126770501,1480245060.0
-2845979167542286435,1298402947.0
-5226796433244279445,1583130328.0
-8154412221831173571,1581339361.0
8092356451521977502,1581346074.0
-6517853186163728636,1727788729.0
4234752008084111214,1298486662.0
-478973774760691606,1480793880.0
7657666325319570326,1582922292.0
3113535432301459125,1291843926.0
6915709511277938765,1291843926.0
-7963256878572854639,1727933458.0
6794281386226766344,1745599596.0
7324763981166779121,1393874220.0
-8810873510014427986,1581338862.0
-6778462633114074490,1582953560.0
-2903518044908613716,1728203600.0
2309757586083761495,1581365697.0
-7382105672907820714,1298400692.0
5933839784330587324,1581346247.0
-7500121485610693389,1727513817.0
2782804657001851955,1401367500.0
-7824433786534284140,1298467096.0
3532284173746350163,1298467096.0
-8925480148197717442,1724054874.0
624883081134333709,1291737989.0
-5816524809603515286,1557422400.0
-4732713317853157524,1480263480.0
1785292634347765369,1722422453.0
-5697554288815057498,1291742292.0
-4149593165927403439,1298391803.0
6852442734825499711,1749034984.0
-8543259491675053507,1700275247.0
-1678045724000630146,1581402033.0
-8497086020024634998,1723277288.0
5862925501604115121,1298400692.0
-5213572253169230344,1298400692.0
9050945307781891462,1402599120.0
8956529559912173005,1723527562.0
8383120725841282230,1291737989.0
-5612514380353493294,1721759785.0
-7812175953611397915,1718524920.0
-6119557462035642695,1395863820.0
-4149621713590644079,1291742292.0
6273469649819808340,1298391803.0
7093945883352964494,1402688760.0
7610711294630788202,1581342617.0
1303115350096078028,1722354225.0
-1044924051778848463,1298391803.0
-1048319879249435881,1581363686.0
1386856005178030670,1574167764.0
797423693919891729,1722503887.0
-8312715162078100169,1411761780.0
-8389681369965788985,1291742292.0
-6040327241250650669,1722977510.0
6777866239960645509,1415780760.0
7592109064482935560,1581331069.0
-7409722006661962439,1291737989.0
-7970798410575118062,1409849220.0
-4287132747131982645,1565086745.0
8342891067850607168,1513325340.0
-9001910944541612585,1291463789.0
3739192700432897745,1582832525.0
4864937749625115760,1298354713.0
848671256913007297,1723459472.0
-7461936043509060313,1659777895.0
2692110451004607587,1716290046.0
-6802299800780578182,1721759842.0
1276316232874913936,1582718032.0
6172018560809565453,1572362516.0
-72745567057766942,1582845035.0
3162630567671558693,1298741484.0
377830829702691773,1551897510.0
4926438940597607650,1581343430.0
-4100064825622380232,1581341894.0
540733596212712595,1298961359.0
7961410367073757062,1722639960.0
-6168912734953230045,1722872261.0
-8792191401662367309,1299080738.0
-8250760398410657341,1582282122.0
-248052449780688974,1698576272.0
6178514079729920619,1572291116.0
-1707554292333411364,1572363702.0
3968641245391503572,1572362742.0
-7718214950000361688,1583067659.0
-8067165965163136760,1299258036.0
-961692916251371156,1298296451.0
-3595694259939053670,1721996351.0
1403330510415937197,1721761847.0
-8173128457525750340,1551876093.0
7794884567405643073,1721761862.0
-2603600452933729570,1651001658.0
5098520666713606084,1722670367.0
7686040057104027066,1386505740.0
-5469943475787427418,1721807904.0
3037791457078490715,1579347029.0
-1887018827017383621,1551883786.0
6135292644957899237,1572364385.0
-2992097113021847866,1298306203.0
-7440411577093523802,1298629526.0
5560047200169263142,1721621457.0
4344199694627253109,1298229220.0
-7166925645744312628,1298269677.0
266280297889573512,1582709268.0
9192770470731340152,1579255660.0
7961858770944271026,1721761937.0
-5384750697323534087,1579290408.0
-8118989462699369346,1721615910.0
-4517901372162953975,1654882526.0
2086680710982608745,1386667080.0
7497000503354649989,1653667989.0
2877796690546123630,1579347811.0
2190328552934593114,1298280494.0
-2890191118783220623,1386604860.0
-9219110663616919485,1572332196.0
8097778167692048578,1580908329.0
-5401120372604974101,1582710173.0
-2833231034970086894,1658724110.0
-6573989752089592466,1620376020.0
2925124129797675492,1579512362.0
-5717555684055563677,1390751280.0
7219923035837864371,1298306203.0
973316437288860500,1646054592.0
-9205440662351225926,1579290402.0
-5357623589950035831,1580830445.0
-867742698936492469,1579512375.0
3483405622959055393,1390320840.0
-7196435295887933165,1298306203.0
-4248229073197371540,1579251206.0
603146944135291824,1386841620.0
-4510997742395479067,1659255901.0
3010801491544978054,1579269044.0
-9098764528322490576,1298195324.0
7259490683295024803,1620286897.0
6659969931380241957,1619168903.0
6022628484220568699,1579275787.0
-6191289402781658131,1579263646.0
-6503939312847959402,1582803262.0
7543384975003568798,1645703810.0
7171191208953886750,1572356637.0
676472232571704354,1616689800.0
3362856684587530537,1298240866.0
-6940190840737882081,1298216076.0
796685341131750011,1385229060.0
3576517845389203134,1645695977.0
-6154138019921067522,1579238426.0
-7116630528730975643,1572356558.0
-7701588958250776072,1581431713.0
-5547653888973328506,1580134102.0
-6246178830291015377,1574790714.0
-8315268444988690757,1622450649.0
3160347094629602081,1388928840.0
5241523192210275490,1606170431.0
-8981131626972165071,1298269677.0
6910826710687174765,1298269677.0
8484398740963910327,1600182016.0
-7409554157171588210,1389273540.0
1491555051537501897,1498754766.0
-4385339238421732445,1298042732.0
-3585592734736103323,1580908352.0
-5107017614084707484,1577711404.0
1099647737116168822,1581421434.0
-7503351682454428758,1572271825.0
7451544323018534991,1298240866.0
8285938153857741141,1378666440.0
-5113920451694999404,1517225180.0
7178094461335813620,1613402756.0
6121789776370261791,1297955077.0
95059012497856309,1386612600.0
1291346429982596188,1572351792.0
-2947097941759663600,1572262458.0
-8910218685593513708,1579948905.0
8752358713418883906,1375471920.0
-2840005664427152724,1580125888.0
5249396736338024499,1298048919.0
3672947373973122675,1298240866.0
3072273985307435598,1575598323.0
6258641738692081469,1567138556.0
6505619743759357042,1389601140.0
-5648148177187250403,1734454186.0
-6275548175573033918,1572265667.0
2320284294772565370,1572262289.0
-8433184993437315523,1572252865.0
1716079136480986575,1389690360.0
-1676483368307887888,1579683092.0
4167432254659999448,1740247107.0
7065979662729103879,1572248786.0
-8312448754520290070,1389630240.0
8731742009360451688,1575467679.0
5522432357076215133,1520431304.0
3740122939954031170,1736182259.0
-588355969929030958,1298195324.0
2499893850881598901,1298055062.0
8802139711066446624,1386664320.0
-8737201016385490826,1579689005.0
-4055114928055219286,1572217893.0
-4686707209531022964,1297923468.0
3735138444710863432,1572250427.0
1094446832356373549,1297796654.0
494757943793463999,1733309855.0
-4783708849319100772,1726248082.0
3581043595072624003,1572263157.0
1106565473418162609,1390153800.0
-9181377436834997652,1733427915.0
-7857992382943857580,1572266016.0
3530153304022995920,1579686635.0
7400459824065192384,1726237354.0
8079708398595092572,1390569180.0
-6914059508767682326,1391156400.0
-1986043630809551011,1576159009.0
7534933550300328999,1572262268.0
2381490236834895778,1572262248.0
-4748643589815690385,1297875424.0
6529940373557554017,1283292000.0
-7666075597165644743,1572262236.0
8877260759038226930,1572267285.0
5063410968976342060,1376050140.0
-3556811234737224419,1298055062.0
8167387251049694189,1297856832.0
2305945064011917615,1375201740.0
3011636412301985650,1733468409.0
8992215580324604544,1744557040.0
-4268170117157328782,1725084017.0
6398163659542285658,1576158295.0
1940194423459094179,1579641441.0
3487243553321214731,1732115580.0
-5519627874466753427,1574790742.0
-4982783030920958378,1297756079.0
-1811288102973279342,1574790730.0
-4383676130642066060,1718911768.0
-189693505052027816,1707877645.0
2191537173040242655,1572266168.0
-5351204462511167149,1381479540.0
3754515398251768582,1391507040.0
-4306248199701336935,1297664804.0
-6918305404642019246,1694767706.0
6682946650248826040,1579588482.0
-2692426113775237027,1579633366.0
-974011533439496123,1280911450.0
1213994584205236418,1572262276.0
5933234771424832426,1579627323.0
7213680564793476593,1572291946.0
-2840820709878025354,1579530544.0
3875605984623602433,1371802680.0
-7141573072369199869,1737022019.0
