docno,recency_score
-1596624757196654676,1722321410.0
2102689375594217450,1710742239.0
7367473816745796988,1741451160.0
5947205162025216281,1388305225.0
8000211013783713072,1686651311.0
-3454245318081859101,1688559343.0
-1986921472186920361,1382954503.0
45167924479145307,1679385170.0
1886884636443280310,1375364350.0
-8746584060888846466,1736329804.0
-2179369498715673520,1656961815.0
-3134694325911913822,1688574648.0
8875126415084080957,1740749629.0
7804433425185352179,1741427845.0
6235573385527984942,1741587564.0
-352071089643886377,1741187233.0
-1084226600896859456,1741424888.0
-2849720653073600039,1683827958.0
-5976342994485212488,1736434994.0
5515456326750818841,1741452990.0
1038458240347153106,1693578791.0
-1902918600130291722,1741418449.0
1263654496351769241,1686129999.0
-1394359383242577046,1721634865.0
-6373735417275260012,1741366376.0
3918505079613438242,1736349628.0
7042311977061456511,1741340430.0
-6093225136243561868,1729511700.0
6944527652755220151,1688398142.0
2266563427751995646,1687518750.0
4422625318097331303,1688575243.0
-2271356935210028093,1683821567.0
-4438984227814919898,1741452880.0
6660887173564784909,1697115944.0
3114343841719146752,1729868040.0
6834213949663657513,1740943247.0
247342544023829294,1741359961.0
-8935865115719767877,1713419629.0
-5826293080406127259,1741284664.0
7684673189614597283,1721551172.0
756150367314312601,1733131200.0
7069142704673926880,1690997257.0
8507003061581568935,1682480467.0
1638794422072333231,1715321982.0
-5498566652183830700,1446586726.0
8818606085732297862,1685021644.0
7765410891602069204,1685700790.0
-7971925830945937286,1702844700.0
8035406695557184369,1681578127.0
-2825127457371892618,1739443200.0
1934226444019960364,1688203959.0
-4723960760769053636,1657017628.0
-7177458897430520711,1534832916.0
4117924552497972803,1684319517.0
-3846704445651733990,1683794957.0
7912511708251872386,1700116318.0
1440945317068338741,1741599099.0
1556747826351810494,1648198636.0
-8899570048472980287,1623846948.0
-3416899596189966329,1635843798.0
-1474045640821143190,1740488280.0
7954691180144408266,1382856275.0
-5645249302790186002,1382713585.0
4207703711147581954,1742826120.0
8854920771674900674,1714971828.0
-8057646010951710992,1744542964.0
795395666964370635,1684944110.0
-7619535960247573486,1628771169.0
168578253763871372,1743186587.0
6481592989360028145,1743662312.0
771559327173062361,1635429496.0
5217831008749774864,1715069565.0
-7463961078668207386,1634816990.0
-4002256730537335609,1716839460.0
6983216039413571562,1743666420.0
-8882227294559075029,1746609967.0
-7262490175110242506,1745600681.0
5109049105798981425,1742542389.0
-6001932484283943649,1574889570.0
6437949350382169034,1386234151.0
-595637150739198936,1748117700.0
9160450628703188433,1745426219.0
1661009973102584939,1744126012.0
3030479375887842162,1742459134.0
-166048795597941160,1738526340.0
8093709695903245395,1745079739.0
4126164597473906488,1372355969.0
-1259092955982936912,1740389277.0
5851194271145372137,1741459393.0
4775347727020846905,1633504379.0
6123744995945189500,1634555967.0
-1328074381665825643,1740993006.0
331130833084595204,1602002363.0
-6306284997590149029,1743524175.0
43091640310422182,1596553802.0
2611562136345373993,1742555301.0
7973077434850475162,1746351540.0
-4992230656561909862,1734370648.0
-8762431271637753355,1382854010.0
7147394526377300204,1742489760.0
8309585519429915214,1742402700.0
-1781801340282448655,1746430260.0
-9183732780103947404,1741713983.0
-6803244834635057548,1740651777.0
1429089365128252893,1632588256.0
-1375410655782960824,1634541356.0
-8054510461297047498,1741139692.0
3142375360090008508,1749546120.0
-4565581837787010794,1743499398.0
7671333930760094739,1742371313.0
1375997476284144639,1742318856.0
-4302724022581286254,1630322360.0
6054182427547858697,1634545370.0
-6546548300532897368,1742904557.0
-4029021720369383019,1456905467.0
666693091741164393,1382638935.0
8519076467838185293,1599050547.0
-3245469015871116927,1593507609.0
-3927340572699428343,1742302825.0
7896837587258794487,1742297113.0
7530242814924263259,1628509539.0
-61816341024885667,1456905467.0
-3582127455298303998,1456905467.0
3030809207227187530,1382604144.0
-8846208085038466990,1750880711.0
-3945591855818801779,1747717260.0
8769773103236922508,1658837640.0
5210746042196422470,1627331417.0
-9022004304245125551,1634561553.0
-1060663031014059256,1382550203.0
-2831867357893192775,1634390773.0
-8186751434854253318,1634559709.0
-907128300685053383,1634559731.0
6100408224129879469,1628251372.0
2265339624254970299,1748285940.0
5232589465988828739,1741159955.0
-698002846864619237,1741123141.0
1536828058652017054,1741126156.0
-127585080319191108,1456905467.0
-7375469872177675736,1741122373.0
5821205544720229576,1742200636.0
-3350379867773710292,1620902328.0
-8714612362431921694,1634308982.0
7252592412689800287,1382592206.0
1368095526191358695,1634371431.0
-873236409633754315,1634316768.0
1938011797704896698,1741107644.0
-5108316971304201937,1376892510.0
-3807568447323007556,1741079933.0
-8631392302917528457,1741985103.0
-1664587177200038046,1620816663.0
-3815367480549709922,1746446940.0
4906926260820058922,1747221895.0
6275179508437201727,1376937921.0
5812134408509178838,1634306285.0
-4904681491487265749,1634321140.0
-3848426378778068506,1739826374.0
-8764759595669241121,1634306349.0
7666594036209481118,1634306561.0
9054358247867634183,1380878709.0
-6204735982713141606,1382586874.0
-2700298627742353350,1733941140.0
-3285133231831190921,1620835703.0
2638598429477378385,1742041401.0
-1172996172821848902,1741027861.0
-2591720366118739315,1376921454.0
-5722860468149157591,1620108169.0
4604732334086910375,1718219478.0
2638497496326405730,1723399560.0
-1458305736933552424,1741048041.0
3378233514240065696,1606481063.0
3558136858231068222,1634288548.0
-6678126491489837668,1634274625.0
-79048009711207493,1747759020.0
-5696778587809949007,1380878709.0
5402302822969570145,1733680861.0
-7210126344650287699,1750014000.0
5562409796258832052,1634206864.0
3606347354321420014,1742028311.0
-3715639390988475820,1740987980.0
8743044797831654104,1689227388.0
3292057443970118571,1376324280.0
4890784235197612141,1359023835.0
-5773208532119646040,1741968788.0
-6340799880753667474,1380878709.0
-2499890484727696755,1623744864.0
1877856311099317009,1634022258.0
-4329913200670183640,1727188964.0
2858551182465094632,1633714996.0
-8829516861369664150,1741973482.0
4014657515135337827,1741968906.0
-167885907403225745,1740348489.0
478425676241107285,1376026091.0
-4997757313459985700,1359698251.0
-8383659127133452958,1726002173.0
-1265161156103135501,1681308474.0
-3061270379574795420,1373535451.0
-6589788375998933940,1740357854.0
-3684838633800006206,1741981606.0
-2130550118051530887,1709218188.0
-789675461770621830,1633666350.0
8173061768046099260,1741970965.0
-2612666627154475520,1633697443.0
7650251370316105154,1726078330.0
-8474170703997307468,1741877108.0
8070735240400082043,1741961195.0
1007058401443776568,1633586280.0
6192969685859293328,1375943733.0
175368083111270139,1633445162.0
6730264728315176650,1633607911.0
3854958924436626268,1633446261.0
7764983244956413358,1726494790.0
5043548650324722727,1359698251.0
-1012131024980539240,1741945200.0
9219896304844830963,1740347737.0
-4391287789472913988,1727104388.0
3874165622671149682,1726934186.0
-7673524173602638936,1357548432.0
-718212111441400883,1633528344.0
6447656101413575348,1633529923.0
-7764323472450232334,1633529902.0
-4087424603859847466,1374780268.0
6982884116515592194,1373991712.0
1342378021843132993,1633499494.0
-662305605562536596,1726069697.0
6480263433167407647,1741879752.0
-6471134520115447826,1373535451.0
8869314214944386676,1687505880.0
-3822184194971468146,1749733620.0
-5625410560527903803,1354029313.0
-2378276479272736110,1741972856.0
6045509753584161195,1633523962.0
2600680688897038551,1647250157.0
-3481127290125462860,1726308655.0
7086571306683233250,1633511588.0
9154994797802896770,1741853681.0
-2116859832559076820,1741855916.0
-7192865002918750226,1374768763.0
-1376336689574178520,1373911353.0
-5369296988915996678,1373032821.0
-1736396369405203065,1731686520.0
1695857025922221572,1741971631.0
-1492050940341701380,1723569203.0
7882996360676771892,1725980840.0
8163578888445712128,1633519777.0
-7898593689399572369,1647250203.0
1552315338454745550,1732172520.0
8886150705728324371,1726465160.0
5394788811207150313,1718532366.0
8494536148106770441,1726065653.0
-6717286336466157332,1322803833.0
-5632934768907440911,1374470469.0
2816769820808109974,1696086000.0
7394183982475940046,1633442792.0
-5002745010477009612,1741782897.0
8840565533461787321,1741699020.0
602877940485499459,1741855280.0
2754908653681791943,1632894720.0
4137708443455341840,1374757010.0
-3788627654540876992,1721998296.0
-9206859886170115995,1633609219.0
7802423045861063219,1634541647.0
3350033802122114062,1741670024.0
-8571323763842640040,1741682779.0
-923301006509781299,1372099258.0
5274549002784918072,1377672757.0
-1534219343464246992,1695915768.0
8812109847735053326,1741700234.0
2543930634195462814,1633340459.0
-1938331615063812865,1725354380.0
-8788594340038117607,1632142043.0
2977049869693312119,1741679666.0
6117365575136677408,1726326700.0
8234522755151515571,1741620209.0
7557364052563481960,1374395188.0
-318905160175395662,1741610419.0
2564901196481915759,1741611960.0
-243873082734130320,1632985409.0
1666353469117301968,1309298400.0
289104704397430,1741679855.0
8685401545071821955,1374730609.0
5499487582928509452,1724937148.0
8007954182720110712,1372052895.0
7507586046615611430,1298847600.0
-2744584096429460794,1695741050.0
2580186622527342040,1699175520.0
7961683040621913746,1373450669.0
825442940373401066,1632129431.0
8549288686238869336,1741609609.0
3723506292181116816,1741596545.0
2002491612668041609,1637137988.0
1601238750440192866,1741618517.0
142193998819959078,1553767201.0
-7850062070027990136,1632040558.0
8555560978825345522,1741599572.0
-3611393791409710966,1309339170.0
6894271300019491007,1630083555.0
-6660380732239596507,1721754954.0
-1927100359652189734,1741976635.0
-6134316373126494435,1632468572.0
-8437796366011763192,1374680882.0
-1165595594555919082,1372007258.0
-3378972712110033726,1739879880.0
-2878951770565504913,1741198620.0
-939704969280054025,1632483529.0
-2999620268618008124,1742461987.0
-9115297460123410460,1741539404.0
1296325838211751032,1727116740.0
-7183039991770493719,1695653689.0
9013491421502979984,1741512985.0
-7523320613052332169,1629993587.0
4974512005368409099,1297785725.0
-8885681862147550745,1298221659.0
-2174282051770485627,1630060223.0
-4998893405374363366,1689429120.0
-8563702962611886774,1748967942.0
1187990926957688790,1630060257.0
8473858028909344716,1628682029.0
-648068418232623430,1741455120.0
-8804783079753866374,1430381484.0
9068914714601263096,1629971020.0
-7134214068479820381,1630060233.0
-3075752529130589347,1712904805.0
8612704647798343542,1741265288.0
6508862849973874752,1374055634.0
3914816668782360919,1710946097.0
6405276312703841880,1628605315.0
-2392223819974067214,1624369822.0
7736249353465591036,1629437122.0
-1740514075605608324,1374242342.0
-4611697371742766530,1629977144.0
-4094333342486272072,1702541969.0
989130157625210083,1702648400.0
-5924234115567392467,1285608099.0
-894713005506664666,1297347715.0
-4250255282517169597,1693711971.0
3610396781720748288,1720013307.0
5472164549661458526,1702581533.0
4450223763085758891,1307716135.0
-4659929953532285446,1703935627.0
25018890543967168,1629539098.0
-3471458291108902817,1734173036.0
-4029933627936114187,1739001777.0
7252246768124868823,1373643384.0
-1805278400029662588,1628598986.0
1560163249093895068,1702029435.0
4086386202241792338,1531902695.0
-782308333889615137,1698864540.0
-8748931513279352028,1703163567.0
-8580911868532635486,1701176523.0
-7003930672999176462,1675178692.0
8220082740109907322,1374242342.0
810140618536917427,1361201839.0
590927484962481646,1725682920.0
-4329931529865139822,1629223194.0
4977783423255927467,1647352369.0
7193417448528339452,1701951043.0
2780425815377913766,1628848755.0
-4226461232359425233,1285608099.0
1366389286789397255,1697050800.0
800909238162025133,1345053670.0
379932823793738217,1738944827.0
5514381611147312162,1297274313.0
9032727168048779398,1267598618.0
1599496681381697353,1667578905.0
-3562838725724282294,1628579940.0
381994290414187530,1717744260.0
7310110164468236805,1669129945.0
1223140283491379976,1373642688.0
8277061494640951895,1701269650.0
-8109922617764338334,1628858522.0
-7815473169053102440,1724874240.0
-6700349049460155189,1738938443.0
-6825147438579464310,1628771184.0
8148037973012464910,1628516251.0
-2742554278858134475,1720456011.0
-250069442558796340,1373976324.0
104603810116132830,1655998766.0
3527204805435784643,1696840440.0
5633285495750755214,1700667299.0
-4171141466094789162,1719603662.0
1356287432536577758,1730316875.0
-5562009494593862127,1628655367.0
2368033186228256407,1628682145.0
-1654229444509010867,1285608099.0
-2546048536525479274,1628680291.0
3951848738225470015,1682849640.0
-7752518878682607258,1630059349.0
6516557077312548592,1297274313.0
5844029735212981683,1267542196.0
-3407840104231780952,1662713581.0
-3030079323514387095,1733840562.0
